cc,id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
AR,GHCND:ARM00087791,"GOBERNADOR CASTELLO, AR",2021-07-19,1973-01-01,-40.869,6.1,-63.0,0.9521,METERS
AR,GHCND:ARM00087548,"JUNIN, AR",2021-07-19,1967-05-05,-34.546,79.9,-60.931,0.9153,METERS
AR,GHCND:ARM00087563,"LAS FLORES, AR",2021-07-01,1974-10-25,-36.067,38.0,-59.1,0.2066,METERS
AR,GHCND:ARM00087814,"PASO DE INDIOS, AR",2021-07-19,1973-09-22,-43.817,460.0,-68.883,0.251,METERS
AR,GHCND:ARM00087938,"USHUAIA MALVINAS ARGENTINAS, AR",2021-07-19,1957-06-30,-54.843,21.6,-68.296,0.5989,METERS
AR,GHCND:ARM00087896,"PUERTO DESEADO, AR",2021-07-19,1962-07-22,-47.735,81.1,-65.904,0.3069,METERS
AR,GHCND:ARM00087909,"SAN JULIAN, AR",2021-07-19,1973-01-01,-49.307,57.9,-67.803,0.9458,METERS
AR,GHCND:ARM00087934,"RIO GRANDE, AR",2021-07-19,1973-01-01,-53.778,19.8,-67.749,0.8742,METERS
AR,GHCND:ARM00087506,"MALARGUE, AR",2021-07-19,1967-06-05,-35.494,1430.1,-69.574,0.8766,METERS
AR,GHCND:ARM00087852,"PERITO MORENO AIRPORT, AR",2021-07-19,1967-07-04,-46.517,429.0,-71.017,0.4362,METERS
AR,GHCND:AR000087007,"LA QUIACA OBSERVATO, AR",2021-07-19,1956-04-01,-22.1,3479.0,-65.6,0.8937,METERS
AR,GHCND:ARM00087121,"TENIENTE BENJAMIN MATIENZO, AR",2021-07-19,1981-11-01,-26.841,455.7,-65.105,0.9939,METERS
AR,GHCND:ARM00087532,"GENERAL PICO, AR",2021-07-19,1973-01-01,-35.696,139.9,-63.758,0.6172,METERS
AR,GHCND:BR002554002,"IGUAZU AERO, AR",2021-07-19,1962-07-10,-25.733,279.0,-54.467,0.8267,METERS
AR,GHCND:AYM00089063,"VERNADSKY, AY",2021-07-19,1985-07-08,-65.25,11.0,-64.267,0.487,METERS
AR,GHCND:AYM00089066,BASE SAN MARTIN,2021-07-19,1976-10-09,-68.117,7.0,-67.133,0.9006,METERS
AR,GHCND:AYM00089262,UNIVERSITY WI ID 8926 LARSEN ICE,2021-06-26,1990-05-12,-67.017,45.0,-61.467,0.6737,METERS
AR,GHCND:AYM00089266,"UNIVERSITY WI ID 8902 BUTLER ISLA, AY",2021-07-19,1990-05-10,-72.2,115.0,-60.167,0.7902,METERS
AR,GHCND:AR000087217,"LA RIOJA AERO., AR",2021-07-19,1956-02-01,-29.383,438.0,-66.817,0.9468,METERS
AR,GHCND:ARM00087509,"SAN RAFAEL, AR",2021-07-19,1973-01-01,-34.588,752.9,-68.403,0.9891,METERS
AR,GHCND:ARM00087880,"GOBERNADOR GREGORES, AR",2021-06-26,1973-01-01,-48.783,356.0,-70.167,0.2246,METERS
UY,GHCND:ARM00087395,"COMODORO PIERRESTEGUI, AR",2021-07-19,1973-01-01,-31.297,34.1,-57.997,0.9893,METERS
UY,GHCND:UY000001709,"MELO, UY",2021-07-19,1964-01-03,-32.35,100.0,-54.183,0.6577,METERS
UY,GHCND:UY000002206,"DURAZNO, UY",2021-07-19,1957-07-05,-33.35,92.0,-56.5,0.5998,METERS
UY,GHCND:UY000086330,"EST.MET.ARTIGAS, UY",2021-07-19,1976-07-14,-30.4,121.0,-56.52,0.9059,METERS
UY,GHCND:UY000086490,"MERCEDES, UY",2021-07-19,1931-01-01,-33.25,17.0,-58.067,0.8907,METERS
UY,GHCND:UY000086565,"ROCHA, UY",2021-07-19,1970-01-01,-34.483,18.0,-54.3,0.9365,METERS
UY,GHCND:UYM00086580,"CARRASCO INTERNATIONAL, UY",2021-07-19,1957-06-30,-34.838,32.0,-56.031,0.7967,METERS
UY,GHCND:UY000086360,"SALTO, UY",2021-07-19,1957-06-30,-31.433,33.0,-57.967,0.7241,METERS
UY,GHCND:UYM00086560,"LAGUNA DE LOS PATOS INTERNATIONAL, UY",2021-07-19,1957-07-01,-34.456,21.0,-57.771,0.691,METERS
NZ,GHCND:ASM00094998,"MACQUARIE ISLAND, AS",2021-07-19,1973-01-01,-54.499,8.3,158.937,0.9204,METERS
NZ,GHCND:AYM00089377,LETTAU,2021-07-19,1990-05-10,-82.517,55.0,-174.45,0.5351,METERS
NZ,GHCND:NZ000093292,"GISBORNE AERODROME, NZ",2021-07-19,1962-02-01,-38.65,5.0,177.983,0.9805,METERS
NZ,GHCND:NZ000093417,"PARAPARAUMU AWS, NZ",2021-07-19,1972-01-01,-40.9,7.0,174.983,0.9772,METERS
NZ,GHCND:NZ000093844,"INVERCARGILL AIRPOR, NZ",2021-07-19,1948-05-31,-46.417,2.0,168.333,0.9853,METERS
NZ,GHCND:NZ000933090,"NEW PLYMOUTH AWS, NZ",2021-07-19,1944-01-01,-39.017,32.0,174.183,0.9879,METERS
NZ,GHCND:NZ000936150,"HOKITIKA AERODROME, NZ",2021-07-19,1964-01-01,-42.717,40.0,170.983,0.9741,METERS
NZ,GHCND:NZ000939450,CAMPBELL ISLAND AWS,2021-07-19,1941-07-03,-52.55,19.0,169.167,0.8242,METERS
NZ,GHCND:NZM00093781,"CHRISTCHURCH INTERNATIONAL, NZ",2021-07-19,1954-03-02,-43.489,37.5,172.532,0.9463,METERS
NZ,GHCND:NZ000093012,"KAITAIA, NZ",2021-07-19,1965-12-31,-35.1,54.0,173.267,0.9427,METERS
VN,GHCND:VMM00048820,"NOIBAI INTERNATIONAL, VM",2021-07-19,1958-12-18,21.221,11.9,105.807,0.8034,METERS
VN,GHCND:VM000048900,"TAN SON HOA, VM",2021-07-19,1951-01-09,10.82,5.0,106.67,0.9654,METERS
VN,GHCND:VMM00048808,"CAO BANG, VM",2021-07-19,1959-05-09,22.667,243.0,106.25,0.535,METERS
VN,GHCND:VMM00048830,"LANG SON, VM",2021-07-19,1974-09-26,21.833,263.0,106.767,0.6311,METERS
VN,GHCND:VMM00048840,"THANH HOA, VM",2021-07-19,1974-09-24,19.75,5.0,105.783,0.703,METERS
VN,GHCND:VMM00048845,"VINH, VM",2021-07-19,1974-10-15,18.737,5.2,105.671,0.9484,METERS
VN,GHCND:VMM00048848,"DONG HOI, VM",2021-07-19,1974-09-25,17.483,8.0,106.6,0.9301,METERS
VN,GHCND:VMM00048855,"DANANG INTERNATIONAL, VM",2021-07-19,1957-01-01,16.044,10.1,108.199,0.9381,METERS
VN,GHCND:VMM00048887,"PHAN THIET, VM",2021-07-19,1956-11-08,10.933,5.0,108.1,0.8245,METERS
VN,GHCND:VMM00048914,"CA MAU, VM",2021-07-19,1957-08-31,9.183,2.0,105.15,0.8165,METERS
VN,GHCND:VMM00048917,"PHU QUOC, VM",2021-07-19,1957-04-15,10.217,4.0,103.967,0.7525,METERS
VN,GHCND:VMW00041010,NHA TRANG,2021-07-19,1957-01-01,12.23333,9.1,109.2,0.8731,METERS
VN,GHCND:VMW00041011,"QUI NHON, VM",2021-07-19,1957-01-04,13.76667,9.1,109.21667,0.8788,METERS
VG,GHCND:VQC00672551,"EAST END, US",2021-05-31,1972-01-01,18.33459,32.0,-64.67573,0.8523,METERS
NA,GHCND:WA004191820,"J.G.H. VAN DER WATH AIRP, WA",2021-07-19,1949-01-01,-26.53,1077.0,18.12,0.7715,METERS
NA,GHCND:WA007401540,"WINDHOEK, WA",2021-07-19,1913-01-01,-22.567,1700.0,17.1,0.8738,METERS
NA,GHCND:WA007848390,"HOSEA KUTAKO INTERNATIONAL A, WA",2021-07-19,1966-02-01,-22.483,1700.0,17.467,0.7679,METERS
NA,GHCND:WA007878380,"GOBABIS, WA",2021-07-19,1959-01-01,-22.5,1400.0,18.967,0.4442,METERS
NA,GHCND:WA010101860,"GROOTFONTEIN, WA",2021-07-19,1917-01-01,-19.6,1400.0,18.117,0.7875,METERS
NA,GHCND:WA010517310,"OKAUKUEJO, WA",2021-07-19,1968-01-01,-19.15,1100.0,15.912,0.3247,METERS
NA,GHCND:WAM00068006,"ONDANGWA, WA",2021-07-19,1973-02-06,-17.933,1100.0,15.983,0.3141,METERS
NA,GHCND:WAM00068098,"WALVIS BAY AIRPORT, WA",2021-07-17,1990-02-14,-22.983,88.0,14.65,0.5427,METERS
BO,GHCND:BL000085041,"COBIJA, BL",2021-07-19,1973-06-19,-11.03,,-68.78,0.877,
BO,GHCND:BL000085141,"RURRENABAQUE, BL",2021-07-19,1973-06-13,-14.47,,-67.57,0.8635,
BO,GHCND:BL000085043,"RIBERALTA, BL",2021-07-19,1973-05-09,-11.0,141.0,-66.117,0.8685,METERS
BO,GHCND:BLM00085109,"SAN RAMON, BL",2021-05-09,1984-05-30,-13.3,140.0,-64.7,0.5684,METERS
BO,GHCND:BL000085223,"COCHABAMBA, BL",2021-07-19,1973-01-01,-17.42,,-66.18,0.9856,
BO,GHCND:BL000085364,"TARIJA, BL",2021-07-19,1973-06-13,-21.55,1854.0,-64.7,0.8785,METERS
BO,GHCND:BL000085365,"YACUIBA, BL",2021-07-19,1973-01-29,-21.95,,-63.65,0.8731,
BO,GHCND:BLM00085153,"SAN IGNACIO DE MOXO, BL",2021-07-19,1973-07-08,-14.967,241.0,-65.633,0.4747,METERS
BO,GHCND:BLM00085195,"SAN JAVIER, BL",2021-07-19,1976-02-05,-16.267,520.0,-62.467,0.2989,METERS
BO,GHCND:BLM00085201,"EL ALTO INTERNATIONAL, BL",2021-07-19,1942-06-01,-16.513,4061.5,-68.192,0.7098,METERS
BO,GHCND:BLM00085207,"SAN IGNACIO VELASCO, BL",2021-06-17,1958-07-04,-16.367,413.0,-60.95,0.5941,METERS
BO,GHCND:BLM00085210,"SAN MATIAS, BL",2021-07-19,1987-05-02,-16.333,124.0,-58.383,0.2978,METERS
BO,GHCND:BLM00085242,"JUAN MENDOZA, BL",2021-07-19,1958-05-01,-17.963,3702.1,-67.076,0.6849,METERS
BO,GHCND:BLM00085245,"EL TROMPILLO, BL",2021-07-19,1958-05-02,-17.812,417.9,-63.171,0.7578,METERS
BO,GHCND:BLM00085247,"SAN JOSE, BL",2021-07-01,1958-05-01,-17.833,284.0,-60.75,0.4943,METERS
BO,GHCND:BLM00085264,"VALLEGRANDE, BL",2021-07-19,1989-09-01,-18.467,1998.0,-64.1,0.3297,METERS
BO,GHCND:BLM00085268,"ROBORE CIV MIL, BL",2021-07-19,1958-05-01,-18.317,284.0,-59.75,0.6386,METERS
BO,GHCND:BLM00085293,"CAPITAN NICOLAS ROJAS, BL",2021-07-19,1973-08-18,-19.543,3935.9,-65.724,0.5827,METERS
BO,GHCND:BLM00085315,"CAMIRI, BL",2021-07-19,1973-01-30,-20.05,792.0,-63.567,0.8797,METERS
GS,GHCND:AYW00090001,"AMUNDSEN SCOTT, AY",2021-07-19,1957-01-09,-90.0,,0.0,0.7485,
GS,GHCND:AYM00088968,"BASE ORCADAS, AY",2021-07-19,1957-01-01,-60.733,8.0,-44.733,0.9169,METERS
GS,GHCND:AYM00089002,NEUMAYER,2021-07-19,1981-01-28,-70.667,50.0,-8.25,0.8731,METERS
GS,GHCND:AYM00089022,HALLEY,2021-07-19,1956-06-18,-75.45,30.0,-26.217,0.6231,METERS
GS,GHCND:AYM00089034,"BASE BELGRANO II, AY",2021-07-19,1956-09-01,-77.867,256.0,-34.617,0.5185,METERS
GS,GHCND:SXM00088903,GRYTVIKEN,2021-07-19,1953-01-01,-54.283,3.0,-36.5,0.4901,METERS
UZ,GHCND:UZM00038927,"TERMEZ, UZ",2021-07-19,1936-01-01,37.2294,309.0,67.2694,0.9881,METERS
UZ,GHCND:UZM00038141,"JASLYK, UZ",2021-07-19,1974-08-09,43.883,128.0,57.517,0.5949,METERS
UZ,GHCND:UZM00038262,"CIMBAJ, UZ",2021-07-19,1936-07-04,42.95,66.0,59.8167,0.9973,METERS
UZ,GHCND:UZM00038178,"AK BAJTAL, UZ",2021-07-19,1957-02-03,43.15,234.0,64.333,0.8743,METERS
UZ,GHCND:UZM00038396,"URGENCH, UZ",2021-07-19,1936-01-01,41.567,101.0,60.567,0.7661,METERS
UZ,GHCND:UZM00038403,"BUZAUBAJ, UZ",2021-07-19,1960-01-01,41.75,98.0,62.467,0.8129,METERS
UZ,GHCND:UZM00038413,"TAMDY, UZ",2021-07-19,1932-06-01,41.7331,237.0,64.6167,0.9959,METERS
UZ,GHCND:UZM00038457,"TASHKENT, UZ",2021-07-19,1881-01-01,41.27,477.0,69.2694,0.9845,METERS
UZ,GHCND:UZM00038462,"PSKEM, UZ",2021-07-19,1936-01-01,41.9,1258.0,70.367,0.5767,METERS
UZ,GHCND:UZM00038475,"ANDIZAN, UZ",2021-07-16,1936-01-01,40.733,477.0,72.333,0.7335,METERS
UZ,GHCND:UZM00038567,"NAVOI, UZ",2021-07-19,1936-01-01,40.133,341.0,65.349,0.55,METERS
UZ,GHCND:UZM00038579,"DZIZAK, UZ",2021-07-19,1942-01-01,40.117,345.0,67.833,0.6631,METERS
UZ,GHCND:UZM00038812,"KARSHI, UZ",2021-07-19,1966-01-06,38.8,376.0,65.717,0.7646,METERS
BR,GHCND:BR000956000,"ALTA FLORESTA AERO, BR",2021-07-19,1978-07-16,-9.867,289.0,-56.1,0.6872,METERS
BR,GHCND:BR001957002,"CORUMBA, BR",2021-07-19,1968-08-19,-19.083,141.0,-57.5,0.5181,METERS
BR,GHCND:BR00E2-0320,"SAO JOSE DOS CAMPOS, BR",2021-07-19,1942-11-01,-23.217,646.0,-45.85,0.6861,METERS
BR,GHCND:BR002351003,"LONDRINA AEROPORTO, BR",2021-07-19,1973-01-01,-23.333,569.0,-51.133,0.9405,METERS
BR,GHCND:BR002548005,"PARANAGUA, BR",2021-07-08,1948-10-16,-25.517,5.0,-48.517,0.3796,METERS
BR,GHCND:BR002752004,"CHAPECO, BR",2021-07-19,1957-07-21,-27.117,679.0,-52.617,0.2209,METERS
BR,GHCND:BR002957005,"URUGUAIANA AEROPOR, BR",2021-05-28,1973-01-01,-29.783,78.0,-57.033,0.8073,METERS
BR,GHCND:BR00D6-0010,"BAURU, BR",2021-07-19,1936-01-01,-22.317,617.0,-49.117,0.4823,METERS
BR,GHCND:BR00D8-0390,"PRESIDENTE PRUDENTE, BR",2021-07-19,1944-10-01,-22.117,450.0,-51.383,0.4125,METERS
BR,GHCND:BR038983570,"MACEIO AEROPORTO, BR",2021-07-19,1912-10-01,-9.517,118.0,-35.783,0.7972,METERS
BR,GHCND:BR039402250,"JOAO PESSOA, BR",2021-07-19,1912-07-01,-7.1,66.0,-34.867,0.5371,METERS
BR,GHCND:BR047635180,"BOM JESUS DA LAPA, BR",2020-11-06,1917-11-01,-13.267,443.0,-43.417,0.6243,METERS
BR,GHCND:BR057324290,"MONTES CLAROS, BR",2021-07-19,1950-09-01,-16.717,668.0,-43.867,0.3408,METERS
BR,GHCND:BRM00082098,"MACAPA, BR",2021-07-19,1973-01-01,0.051,17.1,-51.072,0.8697,METERS
BR,GHCND:BRM00082336,"ITACOATIARA, BR",2020-08-05,1989-11-21,-3.127,43.3,-58.481,0.2469,METERS
BR,GHCND:BRM00082533,"MANICORE, BR",2021-07-14,1974-02-22,-5.811,53.0,-61.278,0.3412,METERS
BR,GHCND:BRM00082562,"MARABA, BR",2021-07-19,1973-01-01,-5.369,108.8,-49.138,0.7551,METERS
BR,GHCND:BRM00083208,"VILHENA, BR",2021-07-19,1973-01-23,-12.694,615.1,-60.098,0.7392,METERS
BR,GHCND:BR001943012,"LAGOA SANTA AIRPORT, BR",2021-07-19,1941-01-01,-19.65,837.0,-43.883,0.3496,METERS
BR,GHCND:BRM00083698,"BARTOLOMEU LISANDRO, BR",2021-07-19,1973-01-01,-21.698,17.4,-41.302,0.5678,METERS
BR,GHCND:BRM00083746,"GALEAO ANTONIO CARLOS JOBIM, BR",2021-07-19,1973-01-01,-22.809,8.5,-43.244,0.9973,METERS
BR,GHCND:BRM00083967,"CANOAS, BR",2021-07-19,1977-10-02,-29.946,7.9,-51.144,0.5137,METERS
BR,GHCND:BR037041370,"TERESINA AEROPORTO, BR",2021-07-19,1956-01-01,-5.05,67.0,-42.817,0.702,METERS
BR,GHCND:BR038837530,"PAULO AFONSO, BR",2021-07-19,1940-10-01,-9.4,269.0,-38.217,0.4294,METERS
BR,GHCND:BR000047002,SALINOPOLIS,2021-07-19,1977-12-09,-0.617,14.0,-47.383,0.5246,METERS
BR,GHCND:BR000065001,"TAPURUCUARA, BR",2021-07-18,1973-01-03,-0.417,6.0,-65.0,0.3407,METERS
BR,GHCND:BR000082400,"FERNANDO DE NORONHA, BR",2021-07-19,1943-09-01,-3.85,59.0,-32.417,0.6347,METERS
BR,GHCND:BR000082704,"CRUZEIRO DO SUL, BR",2021-07-19,1974-06-22,-7.633,194.0,-72.667,0.5021,METERS
BR,GHCND:BR000082861,"CONCEICAO DO ARAGUAIA, BR",2021-07-19,1973-11-18,-8.25,,-49.28,0.4685,
BR,GHCND:BR000254000,"SANTAREM AEROPORTO, BR",2021-07-19,1968-05-01,-2.433,60.0,-54.717,0.8996,METERS
BR,GHCND:BR000352000,"ALTAMIRA, BR",2021-07-19,1968-06-05,-3.2,112.0,-52.2,0.3486,METERS
BR,GHCND:BR000747000,"CAROLINA AEROPORTO, BR",2021-07-19,1969-09-20,-7.317,172.0,-47.467,0.4694,METERS
BR,GHCND:PA000086086,"PUERTO CASADO, PA",2021-07-19,1974-12-02,-22.283,87.0,-57.933,0.5133,METERS
BR,GHCND:UYM00086350,"PRESIDENTE GENERAL DON OSCAR, UY",2021-07-19,1976-01-06,-30.975,223.0,-55.476,0.9233,METERS
BR,GHCND:BR00C4-0630,"PIRASSUNUNGA, BR",2021-07-19,1943-05-01,-21.983,600.0,-47.333,0.5201,METERS
BR,GHCND:BR038484280,"CAMPINA GRANDE, BR",2021-07-19,1910-10-01,-7.217,502.0,-35.883,0.572,METERS
BR,GHCND:BRM00082193,"VAL DE CANS INTERNATIONAL, BR",2021-07-19,1942-10-01,-1.379,16.5,-48.476,0.9165,METERS
BR,GHCND:BR027568450,"PARNAIBA AEROPORTO, BR",2021-07-19,1943-05-12,-2.917,5.0,-41.75,0.3305,METERS
BG,GHCND:BUM00015552,"VARNA, BU",2021-07-19,1952-01-03,43.232,70.1,27.825,0.8434,METERS
BG,GHCND:BUM00015614,"SOFIA, BU",2021-07-19,1952-01-01,42.695,531.0,23.406,0.8693,METERS
BG,GHCND:BUM00015730,"KURDJALI, BU",2021-07-19,1957-06-30,41.65,331.0,25.383,0.8242,METERS
BG,GHCND:BUM00015502,"VIDIN, BU",2021-07-19,1975-09-09,43.983,595.0,22.85,0.5865,METERS
CA,GHCND:CA001125079,"MERRITT STP, CA",2021-01-15,1968-08-01,50.1167,609.0,-120.8,0.9656,METERS
CA,GHCND:CA001073615,"HOUSTON, CA",2021-07-19,1957-07-01,54.4,610.0,-126.6667,0.5836,METERS
CA,GHCND:CA001181508,"CHETWYND A, CA",2021-04-11,1982-10-01,55.6833,610.0,-121.6333,0.9652,METERS
CA,GHCND:CA001192946,"FORT NELSON A, CA",2021-07-19,1942-02-20,58.8333,382.0,-122.6,0.6923,METERS
CA,GHCND:CA002100402,"DAWSON A, CA",2021-07-19,1942-04-02,64.05,370.0,-139.1333,0.6263,METERS
CA,GHCND:CA002101095,"TAKHINI RIVER RANCH, CA",2021-05-11,1980-02-01,60.95,671.0,-135.5667,0.7849,METERS
CA,GHCND:CA002100636,HERSCHEL ISLAND,2021-07-18,1974-07-08,69.5667,1.0,-138.9167,0.4506,METERS
CA,GHCND:CA002202200,"FORT SMITH A, CA",2021-07-19,1942-04-02,60.0167,205.0,-111.9667,0.9794,METERS
CA,GHCND:CA002202400,"HAY RIVER A, CA",2021-07-19,1943-03-01,60.8333,165.0,-115.7833,0.9865,METERS
CA,GHCND:CA002202570,"INUVIK A, CA",2021-07-19,1957-03-01,68.3,68.0,-133.4833,0.811,METERS
CA,GHCND:CA002202678,"LAC LA MARTRE, CA",2021-07-19,1974-05-28,63.1333,271.0,-117.25,0.4797,METERS
CA,GHCND:CA002202801,"NORMAN WELLS, CA",2021-07-19,1945-01-02,65.2833,73.0,-126.8,0.622,METERS
CA,GHCND:CA002204300,"YOHIN, CA",2021-07-19,1957-06-01,61.25,204.0,-123.75,0.7912,METERS
CA,GHCND:CA002300500,"BAKER LAKE A, CA",2021-07-19,1946-02-18,64.3,19.0,-96.0833,0.9425,METERS
CA,GHCND:CA002300551,"BATHURST INLET, CA",2021-07-18,1957-01-06,66.8333,5.0,-108.0167,0.5701,METERS
CA,GHCND:CA002300902,"KUGLUKTUK A, CA",2021-07-19,1944-08-27,67.8167,23.0,-115.15,0.6241,METERS
CA,GHCND:CA002301000,"CORAL HARBOUR A, CA",2021-07-19,1933-10-01,64.2,62.0,-83.3667,0.8748,METERS
CA,GHCND:CA002301102,"ENNADAI LAKE AUT, CA",2021-07-19,1957-01-06,61.1333,353.0,-100.8833,0.5984,METERS
CA,GHCND:CA002302370,"HAT ISLAND, CA",2021-07-19,1959-01-01,68.3167,36.0,-100.0833,0.4601,METERS
CA,GHCND:CA002303610,"ROBERTSON LAKE AUT, CA",2021-07-19,1980-03-01,65.1,244.0,-102.4333,0.73,METERS
CA,GHCND:CA002303685,"SHEPHERD BAY A, CA",2021-07-19,1957-04-01,68.8167,43.0,-93.4333,0.9179,METERS
CA,GHCND:CA002400565,"BREVOORT ISLAND, CA",2021-07-19,1959-11-01,63.3333,376.0,-64.15,0.69,METERS
CA,GHCND:CA002400570,"FOX FIVE, CA",2021-05-17,1957-09-22,67.5333,584.0,-63.7833,0.878,METERS
CA,GHCND:CA002400600,CAMBRIDGE BAY A,2021-07-19,1929-01-01,69.1,31.0,-105.1333,0.8919,METERS
CA,GHCND:CA002400635,"CAPE DORSET A, CA",2021-07-19,1963-02-11,64.2333,48.0,-76.5333,0.7516,METERS
CA,GHCND:CA002400650,"CAPE DYER, CA",2021-07-19,1958-02-01,66.65,725.0,-61.3833,0.2264,METERS
CA,GHCND:CA002400660,"CAPE HOOPER, CA",2021-04-26,1957-01-01,68.4667,390.0,-66.8167,0.8941,METERS
CA,GHCND:CA002401030,"DEWAR LAKES, CA",2021-07-19,1958-02-01,68.65,527.0,-71.1667,0.9123,METERS
CA,GHCND:CA002401200,EUREKA,2021-07-19,1947-05-01,79.9833,10.0,-85.9333,0.9618,METERS
CA,GHCND:CA002403625,"ROWLEY ISLAND, CA",2021-07-19,1957-11-01,69.0833,41.0,-79.0333,0.5679,METERS
CA,GHCND:CA002402594,"IQALUIT UA, CA",2021-07-19,1942-03-01,63.75,22.0,-68.55,0.6806,METERS
CA,GHCND:CA002402604,"ISACHSEN AUT, CA",2021-07-19,1948-05-05,78.8,58.0,-103.55,0.4094,METERS
CA,GHCND:CA002402684,"LONGSTAFF BLUFF, CA",2021-06-29,1957-11-06,68.9,161.0,-75.1333,0.7509,METERS
CA,GHCND:CA002403049,PANGNIRTUNG,2021-07-19,1977-07-01,66.15,23.0,-65.7167,0.7313,METERS
CA,GHCND:CA002403206,"POND INLET, CA",2021-07-19,1977-07-02,72.6833,62.0,-77.9667,0.9873,METERS
CA,GHCND:CA002403450,"REA POINT, CA",2021-01-03,1969-05-07,75.3833,15.0,-105.7167,0.5807,METERS
CA,GHCND:CA002403500,"RESOLUTE CARS, CA",2021-07-19,1947-10-01,74.7167,68.0,-94.9667,0.9883,METERS
CA,GHCND:CA003016GF0,"VEGREVILLE, CA",2021-07-19,1980-11-01,53.5,639.0,-112.1,0.9518,METERS
CA,GHCND:CA003014600,"MONITOR, CA",2021-07-19,1983-04-12,52.0167,732.0,-110.55,0.9383,METERS
CA,GHCND:CA003060L20,"ATHABASCA 1, CA",2021-07-19,1986-08-01,54.7167,515.0,-113.2833,0.7939,METERS
CA,GHCND:CA003073140,"HIGH LEVEL, CA",2021-07-19,1977-07-01,58.6167,338.0,-117.1667,0.9732,METERS
CA,GHCND:CA003074182,"MANNING, CA",2021-01-08,1985-07-01,56.95,491.0,-117.65,0.6801,METERS
CA,GHCND:CA003075937,"SIMONETTE, CA",2021-07-19,1973-10-01,54.4167,884.0,-117.7333,0.8435,METERS
CA,GHCND:CA003081680,"COLD LAKE A, CA",2021-07-19,1952-12-01,54.4167,541.0,-110.2833,0.9917,METERS
CA,GHCND:CA004014156,"LAST MOUNTAIN CS, CA",2021-07-19,1975-05-01,51.4167,497.0,-105.25,0.9693,METERS
CA,GHCND:CA005040166,"BEAVER, CA",2021-06-13,1973-05-01,50.05,268.0,-98.7,0.7326,METERS
CA,GHCND:USC00246236,"OPHEIM 10 N, MT US",2021-05-25,1956-12-01,48.99875,877.8,-106.37991,0.9127,METERS
CA,GHCND:CA004047240,"SCOTT CDA, CA",2021-07-19,1911-05-01,52.3667,660.0,-108.8333,0.9902,METERS
CA,GHCND:CA004060983,"BUFFALO NARROWS AUT, CA",2021-07-19,1977-07-01,55.8333,440.0,-108.4167,0.9508,METERS
CA,GHCND:CA004061570,"CIGAR LAKE, CA",2021-07-19,1987-06-01,58.0833,467.0,-104.4833,0.9677,METERS
CA,GHCND:CA004068340,"URANIUM CITY A, CA",2021-07-19,1953-01-01,59.5667,318.0,-108.4833,0.7483,METERS
CA,GHCND:CA005030203,"BERENS RIVER CS, CA",2021-07-19,1985-07-01,52.3667,222.0,-97.0167,0.9435,METERS
CA,GHCND:CA005050920,"FLIN FLON, CA",2021-07-07,1927-01-20,54.7667,320.0,-101.8833,0.9727,METERS
CA,GHCND:CA005052880,"THE PAS A, CA",2021-07-19,1942-12-29,53.9667,270.0,-101.1,0.9928,METERS
CA,GHCND:CA005061648,"LYNN LAKE, CA",2021-07-19,1977-07-01,56.8667,357.0,-101.0833,0.9648,METERS
CA,GHCND:CA005062922,"THOMPSON A, CA",2021-07-19,1967-04-01,55.8,223.0,-97.8667,0.9899,METERS
CA,GHCND:CA006016295,PEAWANUCK AUT,2021-07-19,1981-10-11,54.9833,53.0,-85.4333,0.9023,METERS
CA,GHCND:CA006016525,"PICKLE LAKE AUT, CA",2021-07-19,1930-07-01,51.45,391.0,-90.2167,0.6802,METERS
CA,GHCND:CA006107276,"ST. ALBERT, CA",2021-06-18,1986-06-01,45.2833,80.0,-75.0667,0.7851,METERS
CA,GHCND:CA007041100,CAPE WHITTLE,2021-06-09,1963-09-01,50.1667,7.0,-60.0667,0.4094,METERS
CA,GHCND:CA007051200,"CAUSAPSCAL, CA",2021-05-31,1913-09-01,48.3667,168.0,-67.2333,0.9148,METERS
CA,GHCND:CA007047910,"SEPT ILES A, CA",2021-07-19,1944-09-01,50.2167,55.0,-66.2667,0.7493,METERS
CA,GHCND:CA00704FEG0,"RIVIERE AU TONNERRE, CA",2021-05-31,1965-11-01,50.2833,15.0,-64.7833,0.9412,METERS
CA,GHCND:CA007066820,"ST AMBROISE, CA",2021-05-31,1954-09-01,48.5667,122.0,-71.3333,0.9454,METERS
CA,GHCND:CA007075800,"PARENT, CA",2021-07-19,1943-07-01,47.9167,445.0,-74.6167,0.7042,METERS
CA,GHCND:CA007085106,"MONT BRUN, CA",2021-05-31,1980-05-29,48.4167,305.0,-78.7333,0.9544,METERS
CA,GHCND:CA007091404,"CHIBOUGAMAU CHAPAIS A, CA",2021-07-19,1977-07-01,49.7667,387.0,-74.5333,0.9638,METERS
CA,GHCND:CA007093716,"LA GRANDE RIVIERE A, CA",2021-07-19,1977-07-01,53.6333,195.0,-77.7,0.9331,METERS
CA,GHCND:CA007093GJ5,"LA GRANDE IV, CA",2021-07-19,1985-12-06,53.75,306.0,-73.6833,0.9617,METERS
CA,GHCND:CA007113534,"KUUJJUAQ A, CA",2021-07-19,1941-11-05,58.1,40.0,-68.4167,0.9241,METERS
